  iShares MSCI Emerging Markets ETF
(EEM) Inception Date:,4/7/2003
Fund Holdings as of,11/15/2013,Holdings are subject to change.
Total Net Assets ($000s),41911539
Number of Securities,822
Stock,99.64%
Cash,0.16%
Other,0.20%
May include dividends booked but not yet received.





CUSIP,ISIN,Sedol,Symbol,Name,% Net Assets,Market Value,Market,Sector,Exchange Rate,Market Price,Shares Held
--,TW0006121007,6421928     ,6121      ,"SIMPLO TECHNOLOGY CO LTD",0.04,16176496.43,"XTAI","Information Technology",29.56,4.33,3736202
--,TW0002356003,6459930     ,2356      ,"INVENTEC CORP",0.04,16114883.33,"XTAI","Information Technology",29.56,0.72,22472281
--,MXP200821413,2222459     ,COMERUBC  ,"CONTROLADORA COML MEXIC-UBC",0.04,16043679.02,"XMEX","Consumer Staples",12.96,4.12,3893800
--,TH1027010R10,B5KZ7P3     ,IVLr      ,"INDORAMA VENTURES PCL-NVDR",0.04,16011157.71,"XBKK","Materials",31.63,0.77,20926980
--,BMG653181005,B0WC2B8     ,2689      ,"NINE DRAGONS PAPER HOLDINGS",0.04,15918190.83,"XHKG","Materials",7.75,0.87,18258000
--,TW0002353000,6005850     ,2353      ,"ACER INC",0.04,15915980.21,"XTAI","Information Technology",29.56,0.53,29875053
--,HK0123000694,6392422     ,123       ,"YUEXIU PROPERTY CO LTD",0.04,15910834.30,"XHKG","Financials",7.75,0.27,58192000
--,BRBRKMACNPA4,B0774N4     ,BRKM5     ,"BRASKEM SA-PREF A",0.04,15865312.03,"XBSP","Materials",2.31,8.87,1789100
--,HK0000055878,6264048     ,966       ,"CHINA TAIPING INSURANCE HOLD",0.04,15768546.73,"XHKG","Financials",7.75,1.91,8238800
--,KR7088350004,B62B9W7     ,088350    ,"HANWHA LIFE INSURANCE CO LTD",0.04,15703480.31,"XKRX","Financials",1063.45,6.53,2406320
--,MYL3816OO005,6557997     ,MISC      ,"MISC BHD",0.04,15625726.78,"XKLS","Industrials",3.2,1.62,9660500
--,KR7001040005,6189516     ,001040    ,"CJ CORP",0.04,15515123.11,"XKRX","Industrials",1063.45,93.75,165492
--,MYL2291OO002,6057680     ,GENP      ,"GENTING PLANTATIONS BHD",0.04,15367394.85,"XKLS","Consumer Staples",3.2,3.52,4370700
--,CNE1000004Y2,B04KP88     ,763       ,"ZTE CORP-H",0.04,15119846.82,"XHKG","Information Technology",7.75,2.15,7020000
--,KR7047050000,6344274     ,047050    ,"DAEWOO INTERNATIONAL CORP",0.04,15013407.59,"XKRX","Industrials",1063.45,36.86,407296
--,PLBH00000012,5256068     ,BHW       ,"BANK HANDLOWY W WARSZAWIE SA",0.04,15008299.38,"XWAR","Financials",3.11,39.47,380249
99B1TLR69   ,HK0606037437,B1TLR65     ,606       ,"CHINA AGRI-INDUSTRIES HLDGS",0.04,14999548.38,"XHKG","Consumer Staples",7.75,0.47,31603600
B7XL5Q900   ,BROIBRACNPR8,B7XL5Q9     ,OIBR4     ,"OI SA-PREFERENCE",0.04,14940027.33,"XBSP","Telecommunication Services",2.31,1.58,9471568
--,KR7005381009,6451022     ,005385    ,"HYUNDAI MOTOR CO LTD-PRF",0.04,14918832.63,"XKRX","Consumer Discretionary",1063.45,116.13,128465
--,KR7011780004,6499323     ,011780    ,"KUMHO PETRO CHEMICAL CO LTD",0.04,14878615.40,"XKRX","Materials",1063.45,98.27,151413
--,KR7006800007,6249658     ,006800    ,"DAEWOO SECURITIES CO LTD",0.04,14770371.54,"XKRX","Financials",1063.45,8.44,1749170
--,TW0002888005,6452586     ,2888      ,"SHIN KONG FINANCIAL HOLDING",0.04,14763686.99,"XTAI","Financials",29.56,0.34,43429479
--,ZAE000030060,6040776     ,ABL       ,"AFRICAN BANK INVESTMENTS LTD",0.04,14726894.68,"XJSE","Financials",10.17,1.35,10915291
--,MYL2488OO004,6556938     ,AFG       ,"ALLIANCE FINANCIAL GROUP BHD",0.04,14717111.01,"XKLS","Financials",3.2,1.56,9445200
--,BRPSSAACNOR7,B0498T7     ,PSSA3     ,"PORTO SEGURO SA",0.04,14714995.69,"XBSP","Financials",2.31,11.88,1238200
--,MYL5681OO001,6695938     ,PETD      ,"PETRONAS DAGANGAN BHD",0.04,14698950.82,"XKLS","Energy",3.2,9.40,1563900
--,CNE1000001T8,6425395     ,2600      ,"ALUMINUM CORP OF CHINA LTD-H",0.04,14694194.39,"XHKG","Materials",7.75,0.36,40402000
--,BRODPVACNOR4,B1H6R62     ,ODPV3     ,"ODONTOPREV S.A.",0.04,14678292.15,"XBSP","Health Care",2.31,4.04,3628800
--,HK0656038673,B1Z7FX0     ,656       ,"FOSUN INTERNATIONAL",0.03,14644220.50,"XHKG","Materials",7.75,0.94,15597000
--,INE749A01030,6726816     ,JSP       ,"JINDAL STEEL & POWER LTD",0.03,14624943.93,"XNSE","Materials",63.26,3.77,3876698
--,HK0119000674,6220987     ,119       ,"POLY PROPERTY GROUP CO LTD",0.03,14503064.85,"XHKG","Financials",7.75,0.59,24660458
996410569   ,ZAE000015228,6410562     ,HAR       ,"HARMONY GOLD MINING CO LTD",0.03,14349220.58,"XJSE","Materials",10.17,3.24,4435174
9HH0YS9V1   ,CNE1000012B3,B4Q4CJ6     ,2607      ,"SHANGHAI PHARMACEUTICALS-H",0.03,14250590.92,"XHKG","Health Care",7.75,2.14,6664300
--,TW0003702007,B0P6L87     ,3702      ,"WPG HOLDINGS LTD",0.03,14233449.44,"XTAI","Information Technology",29.56,1.12,12693532
--,CL0001880955,B83J214     ,AESGENER  ,"AES GENER SA",0.03,14197685.25,"XSGO","Utilities",521.13,0.57,25018290
--,KR7010520005,6451088     ,010520    ,"HYUNDAI HYSCO",0.03,14074836.60,"XKRX","Materials",1063.45,38.93,361543
--,CNE1000004C8,6797458     ,338       ,"SINOPEC SHANGHAI PETROCHEM-H",0.03,13980681.40,"XHKG","Materials",7.75,0.26,53931000
--,TH0264010R10,B013SV4     ,BGHr      ,"BANGKOK DUSIT MED SERVI-NVDR",0.03,13977371.23,"XBKK","Health Care",31.63,4.06,3440500
--,ID1000108905,B19HDX2     ,LPKR      ,"LIPPO KARAWACI TBK PT",0.03,13974407.58,"XIDX","Financials",11619.94,0.08,172746500
--,MX01LA010006,B3B1C73     ,LABB      ,"GENOMMA LAB INTERNACIONAL-B",0.03,13971587.18,"XMEX","Health Care",12.96,2.68,5205300
--,BRBRSRACNPB4,B23F8S9     ,BRSR6     ,"BANCO ESTADO RIO GRAN-PREF B",0.03,13929557.92,"XBSP","Financials",2.31,6.48,2150300
--,TRETTLK00013,B2RCGV5     ,TTKOM     ,"TURK TELEKOMUNIKASYON AS",0.03,13901152.89,"XIST","Telecommunication Services",2.03,3.14,4427125
--,CNE1000003J5,6005504     ,177       ,"JIANGSU EXPRESS CO LTD-H",0.03,13808474.76,"XHKG","Industrials",7.75,1.24,11176000
--,KYG040111059,B1YVKN8     ,2020      ,"ANTA SPORTS PRODUCTS LTD",0.03,13610060.53,"XHKG","Consumer Discretionary",7.75,1.39,9807402
--,TW0002049004,B1YMYT5     ,2049      ,"HIWIN TECHNOLOGIES CORP",0.03,13593755.70,"XTAI","Industrials",29.56,7.78,1747300
--,BRRADLACNOR0,B7FQV64     ,RADL3     ,"RAIA DROGASIL SA",0.03,13584096.82,"XBSP","Consumer Staples",2.31,6.91,1964600
--,CNE1000001S0,B04KNF1     ,753       ,"AIR CHINA LTD-H",0.03,13562469.33,"XHKG","Industrials",7.75,0.67,20184000
--,TW0002609005,6987583     ,2609      ,"YANG MING MARINE TRANSPORT",0.03,13504437.37,"XTAI","Industrials",29.56,0.42,31939075
161881990   ,MYL5014OO005,6188193     ,MAHB      ,"MALAYSIA AIRPORTS HLDGS BHD",0.03,13501530.06,"XKLS","Industrials",3.2,2.65,5086900
--,ID1000094204,6580034     ,BDMN      ,"BANK DANAMON INDONESIA TBK",0.03,13499983.68,"XIDX","Financials",11619.94,0.32,41831716
--,TH0834010R10,B074GY0     ,GLOWr     ,"GLOW ENERGY PCL - NVDR",0.03,13488476.19,"XBKK","Utilities",31.63,2.26,5967000
--,ZAE000054045,6041122     ,ARI       ,"AFRICAN RAINBOW MINERALS LTD",0.03,13379101.56,"XJSE","Materials",10.17,17.90,747580
--,CNE1000002Z3,6080716     ,991       ,"DATANG INTL POWER GEN CO-H",0.03,13376533.67,"XHKG","Utilities",7.75,0.45,29976000
--,COE16PA00016,B1QY745     ,ISAGEN    ,"ISAGEN SA ESP",0.03,13365836.87,"XBOG","Utilities",1922.45,1.59,8397102
--,COB51PA00076,B4KC973     ,PFDAVVND  ,"BANCO DAVIVIENDA SA",0.03,13361024.98,"XBOG","Financials",1922.45,12.62,1058775
B4Q1Y5903   ,CNE100000X44,B4Q1Y57     ,3618      ,"CHONGQING RURAL COMMERCIAL-H",0.03,13326635.88,"XHKG","Financials",7.75,0.50,26563000
--,TW0001434009,6348588     ,1434      ,"FORMOSA TAFFETA CO.",0.03,13299010.50,"XTAI","Consumer Discretionary",29.56,1.23,10831000
--,KR7029780004,B1WQQ48     ,029780    ,"SAMSUNG CARD CO",0.03,13275235.98,"XKRX","Financials",1063.45,35.40,374968
--,KYG898431096,B5T7VM5     ,3673      ,"TPK HOLDING CO LTD",0.03,13268081.68,"XTAI","Information Technology",29.56,5.68,2334827
--,TW0002903002,6331373     ,2903      ,"FAR EASTERN DEPARTMENT STORE",0.03,13262099.58,"XTAI","Consumer Discretionary",29.56,0.98,13519796
--,BRMRVEACNOR2,B235JN1     ,MRVE3     ,"MRV ENGENHARIA",0.03,13200839.25,"XBSP","Consumer Discretionary",2.31,4.07,3246200
--,TRECOLA00011,B058ZV4     ,CCOLA     ,"COCA-COLA ICECEK AS",0.03,13189066.61,"XIST","Consumer Staples",2.03,25.84,510442
--,CNE1000002J7,B0B8Z18     ,1919      ,"CHINA COSCO HOLDINGS-H",0.03,13055081.19,"XHKG","Industrials",7.75,0.46,28594500
--,INE721A01013,6802608     ,SHTF      ,"SHRIRAM TRANSPORT FINANCE",0.03,13029597.43,"XNSE","Financials",63.26,8.95,1456019
--,KR7047810007,B3N3363     ,047810    ,"KOREA AEROSPACE INDUSTRIES",0.03,12875159.50,"XKRX","Industrials",1063.45,25.95,496090
--,BRECORACNOR8,B5720R0     ,ECOR3     ,"ECORODOVIAS INFRA E LOG SA",0.03,12779688.86,"XBSP","Industrials",2.31,6.05,2112300
--,KR7181710005,BCDYQ37     ,181710    ,"NHN ENTERTAINMENT CORP",0.03,12733187.57,"XKRX","Information Technology",1063.45,85.66,148640
--,INE019A01020,6101640     ,JSTL      ,"JSW STEEL LTD",0.03,12732628.05,"XNSE","Materials",63.26,13.67,931390
996654588   ,KR7071050009,6654586     ,071050    ,"KOREA INVESTMENT HOLDINGS CO",0.03,12651677.84,"XKRX","Financials",1063.45,37.10,341050
ACI022BP1   ,COT09PA00043,B8JBYR4     ,PFGRUPOA  ,"GRUPO ARGOS SA-PRF",0.03,12595006.68,"XBOG","Materials",1922.45,10.81,1165219
--,ID1000111305,B3BQFC4     ,ADRO      ,"ADARO ENERGY TBK PT",0.03,12561057.18,"XIDX","Energy",11619.94,0.10,124751000
--,BRSUZBACNPA3,B02GKF0     ,SUZB5     ,"SUZANO PAPEL E CELULO-PREF A",0.03,12557185.41,"XBSP","Materials",2.31,3.86,3253900
ACI00W574   ,INE257A01026,B6SNRV2     ,BHEL      ,"BHARAT HEAVY ELECTRICALS",0.03,12526742.50,"XNSE","Industrials",63.26,2.15,5835359
--,MYL2194OO008,6556648     ,MMC       ,"MMC CORP BHD",0.03,12453111.01,"XKLS","Industrials",3.2,0.90,13847600
--,INE245A01021,B6Z1L73     ,TPWR      ,"TATA POWER CO LTD",0.03,12427724.48,"XNSE","Utilities",63.26,1.24,10002263
--,KYG4922U1031,BC4DNG5     ,1833      ,"INTIME RETAIL GROUP CO LTD",0.03,12426382.45,"XHKG","Consumer Discretionary",7.75,1.15,10838000
--,COT29PA00058,B66Y3W0     ,PFAVAL    ,"GRUPO AVAL ACCIONES-PF",0.03,12355435.10,"XBOG","Financials",1922.45,0.66,18702903
--,ID1000113301,6665878     ,LPPF      ,"MATAHARI DEPARTMENT STORE TB",0.03,12308136.67,"XIDX","Consumer Discretionary",11619.94,0.99,12436500
162497994   ,KR7042670000,6211679     ,042670    ,"DOOSAN INFRACORE CO LTD",0.03,12293080.70,"XKRX","Industrials",1063.45,12.37,994150
--,ZAE000153102,B50NQ61     ,RMI       ,"RMI HOLDINGS",0.03,12266664.49,"XJSE","Financials",10.17,2.65,4637164
--,KR7018880005,B00LR01     ,018880    ,"HALLA VISTEON CLIMATE CONTRO",0.03,12236686.68,"XKRX","Consumer Discretionary",1063.45,36.58,334527
--,INE115A01026,6101026     ,LICHF     ,"LIC HOUSING FINANCE LTD",0.03,12142354.03,"XNSE","Financials",63.26,3.48,3485933
--,TRETAVH00018,B1RMFT9     ,TAVHL     ,"TAV HAVALIMANLARI HOLDING AS",0.03,12134223.41,"XIST","Industrials",2.03,6.47,1874899
--,MYL5210OO009,B3YX6Q3     ,BAB       ,"BUMI ARMADA BERHAD",0.03,12118887.43,"XKLS","Energy",3.2,1.18,10240300
--,BRELETACNPB7,2308445     ,ELET6     ,"CENTRAIS ELETRICAS BRAS-PR B",0.03,12098560.23,"XBSP","Utilities",2.31,4.68,2587437
--,MYL3794OO004,6556518     ,LMC       ,"LAFARGE MALAYSIA BHD",0.03,12057303.67,"XKLS","Materials",3.2,2.98,4043300
--,TH0471010R11,6366171     ,IRPCr     ,"IRPC PCL - NVDR",0.03,11904071.63,"XBKK","Energy",31.63,0.11,105174800
--,MX01OH010006,B3NWLD3     ,OHLMEX*   ,"OHL MEXICO SAB DE CV",0.03,11884547.07,"XMEX","Industrials",12.96,2.52,4716600
--,PLEURCH00011,B064B91     ,EUR       ,"EUROCASH SA",0.03,11829700.61,"XWAR","Consumer Staples",3.11,16.90,700061
--,CLP3697S1034,2311454     ,ANDINAB   ,"EMBOTELLADORA ANDINA-PREF B",0.03,11820971.65,"XSGO","Consumer Staples",521.13,4.99,2368079
--,TW0009914002,6584445     ,9914      ,"MERIDA INDUSTRY CO LTD",0.03,11777664.93,"XTAI","Consumer Discretionary",29.56,7.09,1662000
--,TW0002448008,6354154     ,2448      ,"EPISTAR CORP",0.03,11716212.90,"XTAI","Information Technology",29.56,1.54,7629345
--,CNE1000002G3,B1HVJ16     ,552       ,"CHINA COMMUNICATIONS SERVI-H",0.03,11712826.89,"XHKG","Telecommunication Services",7.75,0.60,19364000
--,TH0375010R14,6363923     ,TRUE-R    ,"TRUE CORP PCL-NVDR",0.03,11708691.49,"XBKK","Telecommunication Services",31.63,0.29,40922200
--,MYL5099OO006,B03J9L7     ,AIRA      ,"AIRASIA BHD",0.03,11708231.70,"XKLS","Industrials",3.2,0.79,14820400
--,KR7012630000,6402428     ,012630    ,"HYUNDAI DEVELOPMENT CO-ENGIN",0.03,11675362.23,"XKRX","Industrials",1063.45,22.57,517340
--,PLDWORY00019,B057555     ,SNS       ,"SYNTHOS SA",0.03,11538658.48,"XWAR","Materials",3.11,1.69,6829677
--,INE326A01037,6143761     ,LPC       ,"LUPIN LTD",0.03,11532367.76,"XNSE","Health Care",63.26,13.71,841402
--,TW0003658001,B3WH021     ,3658      ,"HERMES MICROVISION INC",0.03,11526104.73,"XTAI","Information Technology",29.56,30.98,372000
--,TW0002015005,6335030     ,2015      ,"FENG HSIN IRON & STEEL CO",0.03,11486312.42,"XTAI","Materials",29.56,1.80,6383000
--,CNE100000X85,B544N70     ,1157      ,"ZOOMLION HEAVY INDUSTRY - H",0.03,11459102.36,"XHKG","Industrials",7.75,0.94,12221440
--,KYG5427W1309,6693772     ,2314      ,"LEE & MAN PAPER MANUFACTURIN",0.03,11455720.89,"XHKG","Materials",7.75,0.73,15721000
--,KR7005940002,6537085     ,005940    ,"WOORI INVESTMENT & SECURITIE",0.03,11379311.64,"XKRX","Financials",1063.45,9.50,1198151
--,PLBIG0000016,4077323     ,MIL       ,"BANK MILLENNIUM SA",0.03,11358863.53,"XWAR","Financials",3.11,2.34,4855172
--,TW0002603008,6324500     ,2603      ,"EVERGREEN MARINE CORP LTD",0.03,11258277.60,"XTAI","Industrials",29.56,0.57,19694325
BRS5TCGS3   ,ID1000108509,B29SK75     ,ITMG      ,"INDO TAMBANGRAYA MEGAH TBK P",0.03,11248048.99,"XIDX","Energy",11619.94,2.79,4034000
--,KR7010120004,6378217     ,010120    ,"LS INDUSTRIAL SYSTEMS",0.03,11212509.39,"XKRX","Industrials",1063.45,59.90,187189
--,KR7006260004,6375780     ,006260    ,"LS CORP",0.03,11154115.18,"XKRX","Industrials",1063.45,72.88,153056
--,KR7051911006,6346924     ,051915    ,"LG CHEM LTD-PREFERENCE",0.03,11137421.39,"XKRX","Materials",1063.45,135.88,81966
--,TREEGYO00017,B586565     ,EKGYO     ,"EMLAK KONUT GAYRIMENKUL YATI",0.03,11132609.54,"XIST","Financials",2.03,1.33,8377701
--,KR7006360002,6537096     ,006360    ,"GS ENGINEERING & CONSTRUCT",0.03,11011813.19,"XKRX","Industrials",1063.45,29.90,368255
--,CNE100000536,B018L76     ,2866      ,"CHINA SHIPPING CONTAINER-H",0.03,10957613.54,"XHKG","Industrials",7.75,0.25,43570000
--,BRSULACDAM12,B27WYK0     ,SULA11    ,"SUL AMERICA SA - UNITS",0.03,10924038.17,"XBSP","Financials",2.31,6.84,1597865
--,INE020B01018,B2Q7WL3     ,RECL      ,"RURAL ELECTRIFICATION CORP",0.03,10815191.20,"XNSE","Financials",63.26,3.42,3162325
--,KYG984301047,B4K19W5     ,2168      ,"YINGDE GASES GROUP CO LTD",0.03,10680474.39,"XHKG","Materials",7.75,1.00,10658000
--,MYL1066OO009,6244675     ,RHBC      ,"RHB CAPITAL BHD",0.03,10668747.54,"XKLS","Financials",3.2,2.39,4460400
--,HK0639031506,6354671     ,639       ,"SHOUGANG FUSHAN RESOURCES GR",0.03,10575870.75,"XHKG","Materials",7.75,0.34,30944000
--,BRPOMOACNPR7,2599131     ,POMO4     ,"MARCOPOLO SA-PREF",0.03,10547816.35,"XBSP","Industrials",2.31,2.38,4429700
--,TW0008299009,6728469     ,8299      ,"PHISON ELECTRONICS CORP",0.03,10514768.89,"XTAI","Information Technology",29.56,6.88,1527535
--,BRGETIACNPR4,2441038     ,GETI4     ,"AES TIETE SA-PREF",0.03,10502520.75,"XBSP","Utilities",2.31,8.72,1204900
--,INE437A01024,6273583     ,APHS      ,"APOLLO HOSPITALS ENTERPRISE",0.02,10385423.45,"XNSE","Health Care",63.26,13.94,744793
--,TW0001314003,6206084     ,1314      ,"CHINA PETROCHEMICAL DEV CORP",0.02,10360217.33,"XTAI","Materials",29.56,0.46,22687725
--,INE330H01018,B0WNLY7     ,RCOM      ,"RELIANCE COMMUNICATIONS LTD",0.02,10335360.15,"XNSE","Telecommunication Services",63.26,2.15,4802166
--,KYG3958R1092,B10S7M1     ,3308      ,"GOLDEN EAGLE RETAIL GROUP",0.02,10319913.88,"XHKG","Consumer Discretionary",7.75,1.48,6958000
--,CNE1000001Y8,6707899     ,2357      ,"AVICHINA INDUSTRY & TECH-H",0.02,10263264.43,"XHKG","Industrials",7.75,0.50,20616000
--,INE029A01011,6099723     ,BPCL      ,"BHARAT PETROLEUM CORP LTD",0.02,10245371.34,"XNSE","Energy",63.26,5.44,1883255
--,INE016A01026,6297356     ,DABUR     ,"DABUR INDIA LTD",0.02,10239530.63,"XNSE","Consumer Staples",63.26,2.60,3943700
--,INE271C01023,B1YLCV0     ,DLFU      ,"DLF LTD",0.02,10227105.37,"XNSE","Financials",63.26,2.30,4452627
--,KR7011070000,B39Z8G8     ,011070    ,"LG INNOTEK CO LTD",0.02,10214800.57,"XKRX","Information Technology",1063.45,73.06,139806
--,HK0000077468,B63DLB5     ,3360      ,"FAR EAST HORIZON LTD",0.02,10093966.10,"XHKG","Financials",7.75,0.72,14026000
--,TRAOTOSN91H6,B03MSR5     ,FROTO     ,"FORD OTOMOTIV SANAYI AS",0.02,10082505.60,"XIST","Consumer Discretionary",2.03,12.55,803378
--,TW0002379005,6051422     ,2379      ,"REALTEK SEMICONDUCTOR CORP",0.02,9980387.61,"XTAI","Information Technology",29.56,2.44,4086637
--,INE742F01042,B28XXH2     ,ADSEZ     ,"ADANI PORTS AND SPECIAL ECON",0.02,9887157.31,"XNSE","Industrials",63.26,2.42,4093335
--,TRAARCLK91H5,B03MP18     ,ARCLK     ,"ARCELIK A.S.",0.02,9868205.72,"XIST","Consumer Discretionary",2.03,5.88,1677884
--,ZAE000152617,B3V5GG2     ,MSM       ,"MASSMART HOLDINGS LTD",0.02,9821330.36,"XJSE","Consumer Staples",10.17,14.88,659969
--,PLJSW0000015,B6R2S06     ,JSW       ,"JASTRZEBSKA SPOLKA WEGLOWA S",0.02,9771407.54,"XWAR","Materials",3.11,20.42,478628
--,ZAE000071676,B0KS382     ,NPK       ,"NAMPAK LTD",0.02,9732443.00,"XJSE","Materials",10.17,3.02,3218511
996853552   ,TW0001227007,6853554     ,1227      ,"STANDARD FOODS CORP",0.02,9657346.82,"XTAI","Consumer Staples",29.56,2.96,3262914
--,MX01MF010000,B3QHKH2     ,MFRISCOA  ,"MINERA FRISCO SAB DE CV-A1",0.02,9610659.61,"XMEX","Industrials",12.96,2.30,4176141
--,KYG9894K1085,B633D97     ,881       ,"ZHONGSHENG GROUP HOLDINGS",0.02,9599228.78,"XHKG","Consumer Discretionary",7.75,1.49,6438500
--,KR7002790004,6665931     ,002790    ,"AMOREPACIFIC GROUP",0.02,9541974.93,"XKRX","Consumer Staples",1063.45,360.62,26460
--,INE774D01024,B8F8822     ,MMFS      ,"MAHINDRA & MAHINDRA FIN SECS",0.02,9485770.59,"XNSE","Financials",63.26,4.63,2046623
48268K101   ,US48268K1016,2419875     ,KT        ,"KT CORP-SP ADR",0.02,9446977.44,"XNYS","Telecommunication Services",1.0,15.52,608697
--,TW0001789006,B58KV47     ,1789      ,"SCINOPHARM TAIWAN LTD",0.02,9399470.22,"XTAI","Health Care",29.56,3.08,3053640
--,ZAE000006284,6777007     ,SAP       ,"SAPPI LIMITED",0.02,9383169.90,"XJSE","Materials",10.17,2.90,3234490
--,TREKOAL00014,B3LP189     ,KOZAL     ,"KOZA ALTIN ISLETMELERI AS",0.02,9312668.75,"XIST","Materials",2.03,16.29,571660
--,INE012A01025,6155915     ,ACC       ,"ACC LTD",0.02,9308152.09,"XNSE","Materials",63.26,16.50,564071
--,INE015A01028,B0CMCH4     ,RBXY      ,"RANBAXY LABORATORIES LTD",0.02,9301720.66,"XNSE","Health Care",63.26,6.64,1401350
--,PLLOTOS00025,B0B8Z41     ,LTS       ,"GRUPA LOTOS SA",0.02,9287849.21,"XWAR","Energy",3.11,12.65,734390
--,CLP371091081,2311410     ,ECL       ,"E.CL SA",0.02,9247358.15,"XSGO","Utilities",521.13,1.39,6666004
--,MXP524131127,2454810     ,ICHB      ,"INDUSTRIAS CH S.A.B.-SER B",0.02,9217663.24,"XMEX","Materials",12.96,5.53,1665600
--,PLALIOR00045,B8W8F13     ,ALR       ,"ALIOR BANK SA",0.02,9142260.22,"XWAR","Financials",3.11,24.62,371361
--,MYL5657OO001,6030409     ,PKS       ,"PARKSON HOLDINGS BHD",0.02,9122614.86,"XKLS","Consumer Discretionary",3.2,1.16,7874710
--,KYG4100M1050,B17N9P6     ,3900      ,"GREENTOWN CHINA HOLDINGS",0.02,9092348.79,"XHKG","Financials",7.75,1.79,5086500
--,KYG8087W1015,B0MP1B0     ,2313      ,"SHENZHOU INTERNATIONAL GROUP",0.02,8926873.17,"XHKG","Consumer Discretionary",7.75,3.42,2607000
--,CNE100000F20,B3NFC51     ,2009      ,"BBMG CORPORATION-H",0.02,8918183.72,"XHKG","Materials",7.75,0.78,11429500
--,HK0817039453,B23TGR6     ,817       ,"FRANSHION PROPERTIES",0.02,8816121.46,"XHKG","Financials",7.75,0.33,26702000
--,ID1000102502,B0LD0W9     ,EXCL      ,"XL AXIATA TBK PT",0.02,8796655.15,"XIDX","Telecommunication Services",11619.94,0.42,20967500
--,INE280A01028,6139340     ,TTAN      ,"TITAN INDUSTRIES LTD",0.02,8782296.05,"XNSE","Consumer Discretionary",63.26,3.69,2377779
--,ID1000066004,6092498     ,AALI      ,"ASTRA AGRO LESTARI TBK PT",0.02,8635659.20,"XIDX","Consumer Staples",11619.94,1.88,4582000
--,INE686F01025,B1683V6     ,UBBL      ,"UNITED BREWERIES LTD",0.02,8545919.07,"XNSE","Consumer Staples",63.26,12.04,709608
--,ID1000110802,B2RJPM0     ,BSDE      ,"BUMI SERPONG DAMAI PT",0.02,8475320.10,"XIDX","Financials",11619.94,0.12,68869000
--,TW0002610003,6189657     ,2610      ,"CHINA AIRLINES LTD",0.02,8435179.99,"XTAI","Industrials",29.56,0.36,23415347
--,ID1000105604,B1W5678     ,BMTR      ,"GLOBAL MEDIACOM TBK PT",0.02,8364284.19,"XIDX","Consumer Discretionary",11619.94,0.16,52254000
--,TW0005347009,6109677     ,5347      ,"VANGUARD INTERNATIONAL SEMI",0.02,8346085.48,"XTAI","Information Technology",29.56,1.07,7833000
--,INE423A01024,B01VRK0     ,ADE       ,"ADANI ENTERPRISES LTD",0.02,8342388.26,"XNSE","Industrials",63.26,3.86,2160653
--,KR7003490000,6496766     ,003490    ,"KOREAN AIR LINES CO LTD",0.02,8302616.03,"XKRX","Industrials",1063.45,27.88,297788
--,MYL5148OO001,B3FKMY3     ,UEMS      ,"UEM SUNRISE BHD",0.02,8284596.41,"XKLS","Financials",3.2,0.72,11535400
--,CZ0009093209,5272569     ,SPTT      ,"TELEFONICA CZECH REPUBLIC AS",0.02,8176267.13,"XPRA","Telecommunication Services",20.15,14.84,550997
--,ZAE000030912,6350260     ,NHM       ,"NORTHAM PLATINUM LTD",0.02,8095206.38,"XJSE","Materials",10.17,3.99,2027590
--,TW0003189007,6687872     ,3189      ,"KINSUS INTERCONNECT TECH",0.02,8093392.12,"XTAI","Information Technology",29.56,3.42,2369000
--,ZAE000146932,6134464     ,ASR       ,"ASSORE LTD",0.02,8083707.02,"XJSE","Materials",10.17,39.04,207061
--,INE028A01013,6099778     ,BOB       ,"BANK OF BARODA",0.02,7994640.57,"XNSE","Financials",63.26,9.54,838430
--,ID1000108103,B28T1S7     ,JSMR      ,"JASA MARGA (PERSERO) TBK PT",0.02,7956184.67,"XIDX","Industrials",11619.94,0.43,18307000
--,CNE1000002D0,B1DN3X6     ,3983      ,"CHINA BLUECHEMICAL LTD - H",0.02,7946641.93,"XHKG","Materials",7.75,0.65,12274000
--,KR7004990008,6535432     ,004990    ,"LOTTE CONFECTIONERY CO LTD",0.02,7938130.33,"XKRX","Consumer Staples",1063.45,1585.41,5007
--,TW0002101003,6621427     ,2101      ,"NAN KANG RUBBER TIRE CO LTD",0.02,7896048.77,"XTAI","Consumer Discretionary",29.56,1.23,6404248
--,BRELETACNOR6,2311120     ,ELET3     ,"CENTRAIS ELETRICAS BRASILIER",0.02,7894955.35,"XBSP","Utilities",2.31,2.67,2956137
--,MX01GA000004,B0ZV104     ,GAPB      ,"GRUPO AEROPORT DEL PACIFIC-B",0.02,7863991.58,"XMEX","Industrials",12.96,5.09,1543700
--,TW0006239007,6599676     ,6239      ,"POWERTECH TECHNOLOGY INC",0.02,7860652.60,"XTAI","Information Technology",29.56,1.45,5423300
--,TW0002542008,6154075     ,2542      ,"HIGHWEALTH CONSTRUCTION CORP",0.02,7767915.10,"XTAI","Financials",29.56,2.20,3527600
--,TW0002618006,6186023     ,2618      ,"EVA AIRWAYS CORP",0.02,7747916.12,"XTAI","Industrials",29.56,0.55,13966800
